Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
Sauvignon Blanc I 2017,Germany,Pfalz,Von Winning,3.8,199,19.45,2017
Sauvignon Blanc 2017,United States,North Coast,Spottswoode,4.0,199,36.9,2017
Grüner Veltliner Federspiel Weissenkirchen 2019,Austria,Wachau,Domäne Wachau,3.7,199,9.68,2019
Est! Est!! Est!!! di Montefiascone 2018,Italy,Est! Est!! Est!!! di Montefiascone,Falesco,3.1,200,6.9,2018
Insolia 2016,Italy,Terre Siciliane,Baglio di Pianetto,3.6,200,8.4,2016
Sauvignon Blanc 2019,South Africa,Western Cape,Two Oceans,3.2,200,4.9,2019
Jean Garde Unoaked Chardonnay 2018,South Africa,Western Cape,Boschendal,3.8,201,9.45,2018
Riesling Trocken 2016,Germany,Rheingau,Schloss Vollrads,3.8,201,10.69,2016
Crozes Hermitage Domaine Mule Blanche 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,201,38.68,2016
Sauvignon Côtes de Gascogne 2018,France,Côtes de Gascogne,Domaine du Tariquet,3.6,201,7.0,2018
Cellar Selection Sauvignon Blanc 2018,South Africa,Western Cape,Kleine Zalze,3.6,202,9.5,2018
Kiedrich Klosterberg Riesling Trocken 2018,Germany,Rheingau,Robert Weil,4.1,203,20.9,2018
Tonschiefer Riesling Trocken 2018,Germany,Nahe,Dönnhoff,3.8,203,13.9,2018
Chardonnay 2017,Austria,Carnuntum,Markowitsch,3.6,203,9.9,2017
Dome Chardonnay 2018,South Africa,Stellenbosch,Lourensford,3.6,203,12.49,2018
Two Blanc 2017,South Africa,Constantia,Constantia Glen,3.8,203,17.45,2017
Sauvignon Blanc 2019,New Zealand,Marlborough,Bishop's Leap,4.0,203,8.45,2019
Vire-Clessé 2014,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,203,36.33,2014
Pecorino 2017,Italy,Terre di Chieti,Villamedoro,3.5,203,6.7,2017
Sauvignon Blanc 2018,South Africa,Stellenbosch,Welmoed,3.5,203,7.35,2018
Adrianna Vineyard White Stones Chardonnay 2015,Argentina,Mendoza,Catena Zapata,4.5,204,73.59,2015
Moscatel 2015,Chile,Itata Valley,Viña La Causa,3.6,204,10.99,2015
Chardonnay 2017,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,204,8.69,2017
Riesling Trocken 2018,Germany,Mosel,Clemens Busch,3.8,204,12.4,2018
Wiener Gemischter 2018,Austria,Wiener Gemischter Satz,Mayer am Pfarrplatz,3.6,205,24.95,2018
Riesling Feinherb 2017,Germany,Mosel,Dr. Von Bassermann-Jordan,3.9,205,19.5,2017
Alentejano Branco 2017,Portugal,Alentejo,Fitapreta,3.8,206,12.48,2017
Fusion Gewürztraminer - Riesling 2017,Canada,Niagara-on-the-Lake,Pillitteri Estates,3.7,206,14.9,2017
Riesling Fructus 2018,Germany,Rheingau,Barth,3.8,206,10.38,2018
Godello 2018,Spain,Monterrei,Terras do Cigarrón,3.9,207,6.99,2018
Director's Reserve White 2016,South Africa,Stellenbosch,Tokara,4.2,207,28.5,2016
Anthìlia 2019,Italy,Sicilia,Donnafugata,3.8,207,8.45,2019
Danie de Wet Chardonnay 2018,South Africa,Robertson,De Wetshof,3.7,207,9.9,2018
Rubrica Branco 2014,Portugal,Alentejano,Luis Duarte,3.9,208,15.5,2014
Reserva Chardonnay 2016,Chile,Casablanca Valley,Santa Rita,3.5,208,9.65,2016
Chardonnay 2019,Chile,Central Valley,Valdivieso,3.4,209,7.75,2019
Lugana Vigneto Massoni 2019,Italy,Lugana,S. Cristina,4.2,209,9.9,2019
Buiten Blanc 2019,South Africa,Constantia,Buitenverwachting,3.6,209,6.99,2019
Mosel Alte Reben Riesling 2017,Germany,Mosel,Markus Molitor,3.9,210,17.8,2017
Terre Alte 2017,Italy,Rosazzo,Livio Felluga,4.3,210,45.0,2017
Noordhoek Sauvignon Blanc 2017,South Africa,Cape Town,Cape Point Vineyards,3.8,210,14.9,2017
Sauvignon Blanc 2019,South Africa,Constantia,Buitenverwachting,4.2,210,8.95,2019
Koetshuis Sauvignon Blanc 2018,South Africa,Durbanville,De Grendel,4.0,210,17.79,2018
Gran Selección Blanco 2019,Spain,Alicante,Marina Alta,3.9,210,5.8,2019
Black Label Sauvignon Blanc 2019,New Zealand,Marlborough,Babich,3.9,210,11.9,2019
Barrel Fermented Chenin Blanc 2018,South Africa,Stellenbosch,Stellenrust,4.0,210,18.42,2018
Zeltinger Himmelreich Riesling Kabinett 2016,Germany,Mosel,Markus Molitor,3.9,210,15.2,2016
Kiedrich Gräfenberg Riesling Trocken GG 2016,Germany,Rheingau,Robert Weil,4.2,211,41.87,2016
Rkatsiteli Supérieur 2015,Georgia,Kakheti,Mukhrani,3.6,211,14.95,2015
Côtes-du-Rhône Blanc 2018,France,Côtes-du-Rhône,E. Guigal,3.6,211,9.4,2018
Ruppertsberger Reiterpfad Riesling 2017,Germany,Pfalz,Von Winning,3.9,211,16.52,2017
G22 Blanc 2016,Spain,Bizkaiko Txakolina,Gorka Izagirre,3.8,211,13.99,2016
Sauvignon Blanc 2017,United States,Napa County,Twomey,3.9,211,39.69,2017
Le Volpare Soave Classico 2018,Italy,Soave,Tommasi,3.8,211,8.8,2018
Consigna Chardonnay Castilla 2018,Spain,Castilla,Félix Solís,3.5,212,4.9,2018
Chardonnay 2016,United States,Sonoma Valley,Kunde,3.9,212,18.5,2016
White Label Nik Weis Wiltinger Alte Reben 2018,Germany,Mosel,St. Urbans-Hof,4.0,212,15.99,2018
Pinot Grigio 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.6,212,9.26,2018
Tokaji Dry 2018,Hungary,Tokaj,Château Dereszla,3.8,213,11.25,2018
SL Riesling Kabinett Trocken 2016,Germany,Mosel,Schloss Lieser,3.7,213,10.4,2016
Federspiel Riesling 2017,Austria,Wachau,Domäne Wachau,3.5,213,11.99,2017
Dogheria Pinot Bianco Rubicone 2017,Italy,Rubicone,Poderi dal Nespoli,3.8,214,10.27,2017
Meursault 2017,France,Meursault,Joseph Drouhin,4.2,215,56.54,2017
Bourgogne Aligoté 2018,France,Bourgogne Aligoté,Joseph Drouhin,3.6,215,10.62,2018
Chaminé Branco 2018,Portugal,Alentejano,Cortes de Cima,3.6,215,7.75,2018
Domaine de L'Aigle Chardonnay Limoux 2018,France,Limoux,Gérard Bertrand,4.1,215,17.99,2018
Blanc de Blancs 2017,Spain,Binissalem-Mallorca,Macià Batle,3.9,215,17.79,2017
Salmariano Castelli di Jesi Verdicchio Riserva Classico 2014,Italy,Verdicchio dei Castelli di Jesi Riserva,Marotti Campi,3.7,215,11.29,2014
Blanco 2014,Spain,Rioja,Hacienda López de Haro,3.4,216,8.69,2014
Chablis 2016,France,Chablis,Chanson,3.8,216,18.2,2016
Grüner Veltliner ZEISEN Weinviertel DAC 2018,Austria,Weinviertel,Weingut R&A Pfaffl,3.7,216,9.7,2018
Pinot Grigio 2018,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.8,216,9.65,2018
Pinot Grigio delle Venezie 2018,Italy,delle Venezie,Lenotti,3.9,217,6.09,2018
Sauvignon Blanc 2015,United States,Central Coast,Robert Mondavi Private Selection,3.3,217,13.26,2015
Malterdinger 2016,Germany,Baden,Bernhard Huber,3.8,217,19.91,2016
Polish Hill Riesling 2018,Australia,Clare Valley,Grosset,3.9,217,35.9,2018
Zeltinger Sonnenuhr Riesling Auslese*** 2015,Germany,Mosel,Markus Molitor,4.5,218,117.95,2015
Friulano 2018,Italy,Colli Orientali del Friuli,Livio Felluga,3.8,218,18.9,2018
Portillo Chardonnay 2019,Argentina,Uco Valley,Salentein,3.5,218,7.5,2019
Falanghina Beneventano 2018,Italy,Falanghina del Beneventano,Vesevo,3.8,219,6.45,2018
Blanc (Gaston Hochar) 2008,Lebanon,Bekaa Valley,Château Musar,3.8,219,32.07,2008
Pinot Grigio (Tralcetto) 2019,Italy,Terre di Chieti,Cantina Zaccagnini,4.0,219,8.73,2019
Special Cuvée Sauvignon Blanc 2019,South Africa,Robertson,Springfield Estate,4.1,220,12.89,2019
Wachenheimer Riesling 2017,Germany,Pfalz,Dr. Bürklin-Wolf,3.6,221,13.5,2017
Soave Classico 2018,Italy,Soave Classico,Montresor,3.4,221,5.6,2018
Lugana 2018,Italy,Lugana,Zonin,3.3,221,8.73,2018
Vire-Clessé 2016,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,222,29.9,2016
Novellum Chardonnay 2018,France,Languedoc-Roussillon,Domaine Lafage,3.8,222,8.29,2018
Pouilly-Fumé 2018,France,Pouilly-Fumé,Château Favray,4.0,222,14.13,2018
Ürziger Würzgarten Riesling Spätlese 2016,Germany,Mosel,Markus Molitor,4.0,223,19.01,2016
Miss Lucy White Blend 2019,South Africa,Robertson,Springfield Estate,3.9,223,13.49,2019
Kalkundkiesel 2018,Austria,Burgenland,Claus Preisinger,4.2,223,15.89,2018
Sex Drugs & Rock'n Roll. Just Riesling For Me Thanks! 2017,Germany,Pfalz,Emil Bauer & Söhne,3.7,223,8.95,2017
Vermentino (Etichetta Nera/Black Label) 2018,Italy,Colli di Luni,Lvnae,4.0,224,19.5,2018
W... Dreams Bianco (Were Dreams...) 2017,Italy,Venezia Giulia,Jermann,4.2,224,45.49,2017
Chardonnay Reserva 2017,Chile,Maipo Valley,Haras de Pirque,3.6,224,9.99,2017
Alisia Pinot Grigio 2018,Italy,delle Venezie,Astoria,3.8,225,10.29,2018
Castagnolo Orvieto Classico Superiore 2017,Italy,Orvieto Classico,Barberani,3.7,225,11.1,2017
Chardonnay 2018,South Africa,Western Cape,Barista,3.8,225,8.5,2018
Cubía (Tenuta Ficuzza) 2014,Italy,Sicilia,Cusumano,3.7,225,13.55,2014
Blanco 2018,Spain,Rioja,Hacienda López de Haro,3.5,226,6.95,2018
Réserve Spéciale Chardonnay 2018,France,Pays d'Oc,Gérard Bertrand,3.7,226,8.32,2018
Fumé Blanc 2018,United States,Napa Valley,Robert Mondavi,3.8,226,24.18,2018
Chardonnay 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.5,226,8.78,2018
Barrel Fermented White 2015,Spain,Rioja,Bodegas Amaren,4.0,227,13.9,2015
Gavi dei Gavi (Black label) 2019,Italy,Gavi,La Scolca,4.1,227,24.85,2019
Castillo de San Diego 2019,Spain,Cádiz,Barbadillo,3.2,227,4.29,2019
Les Tourelles de la Crée Montagny Premier Cru 2016,France,Montagny Premier Cru,Château de la Crée,4.1,227,43.28,2016
Malvasia Seco 2017,Spain,Lanzarote,El Grifo,3.9,228,13.9,2017
Nosso Verdejo 2018,Spain,Castilla y León,Menade,3.8,228,14.6,2018
GB Charm Riesling 2018,Germany,Rheingau,Georg Breuer,3.7,228,9.26,2018
Gewürztraminer Somontano 2019,Spain,Somontano,Viñas del Vero,4.1,229,10.31,2019
Meursault 2017,France,Meursault,Louis Jadot,4.3,229,56.26,2017
Pinot Grigio 2018,Italy,Friuli Aquileia,Ca' Bolani,3.7,229,9.1,2018
Chardonnay 2017,South Africa,Paarl,La Motte Wine Estate,3.7,229,15.5,2017
Roero Pradalupo Arneis 2018,Italy,Roero,Fontanafredda,3.8,229,10.93,2018
Special Cuvée Chardonnay 2016,Chile,Casablanca Valley,Montes Alpha,4.0,230,18.94,2016
Lugana Bianco 2018,Italy,Lugana,Olivini,3.9,230,7.99,2018
Marani 2017,Italy,Veneto,Sartori,3.8,231,11.69,2017
Verdejo Rueda 2019,Spain,Rueda,Blume,3.4,231,5.9,2019
Cala Silente Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Santadi,3.8,231,9.5,2018
Bordeaux Blanc 2018,France,Bordeaux,Baron Philippe de Rothschild,3.2,231,9.95,2018
Müller 2018,Germany,Baden,Enderle & Moll,3.9,231,7.7,2018
Las Mulas Reserva Sauvignon Blanc 2019,Chile,Central Valley,Miguel Torres,3.6,232,8.39,2019
Vitral Reserva Chardonnay 2015,Chile,Casablanca Valley,Viña Maipo,3.4,232,9.56,2015
Riesling Kabinett Trocken 2018,Germany,Rheingau,Robert Weil,3.9,233,17.99,2018
Gran Sasso Alta Quota Terre di Chieti Pecorino 2017,Italy,Terre di Chieti,Gran Sasso,3.6,233,16.08,2017
Casasole Orvieto Classico Amabile 2018,Italy,Orvieto,Santa Cristina,3.9,233,7.63,2018
The Pavillion Chenin Blanc 2019,South Africa,Western Cape,Boschendal,3.7,233,6.3,2019
Riesling Kabinett 2017,Germany,Rheingau,Kloster Eberbach,3.6,234,11.49,2017
Coastal Cuvée Sauvignon Blanc 2019,South Africa,Coastal Region,Delaire Graff,3.8,235,12.95,2019
Riesling 2019,Germany,Nahe,Dönnhoff,3.8,235,10.5,2019
Libaio Chardonnay 2018,Italy,Toscana,Ruffino,3.5,235,10.68,2018
Ruppertsberger Reiterpfad Riesling 2016,Germany,Pfalz,Von Winning,3.9,235,16.52,2016
Sauvignon Blanc 2019,South Africa,Citrusdal Mountain,Cederberg,4.2,235,15.27,2019
Private Reserve Chardonnay 2017,United States,Napa Valley,Beringer,4.0,235,65.79,2017
The Stump Jump White Blend 2018,Australia,McLaren Vale,d'Arenberg,4.0,236,8.5,2018
The Olive Grove Chardonnay 2017,Australia,McLaren Vale,d'Arenberg,3.6,236,13.15,2017
Pioneer Block 21 Bell Block Sauvignon Blanc 2018,New Zealand,Blenheim,Saint Clair,4.0,236,18.95,2018
Sauvignon Blanc - Chardonnay 2018,South Africa,Walker Bay,Ashbourne,3.6,237,10.35,2018
Chablis 2018,France,Chablis,Simonnet-Febvre,3.8,238,19.69,2018
Chardonnay 2018,United States,California,Woodhaven,3.9,238,7.36,2018
Chablis 2018,France,Chablis,Domaine William Fèvre,3.9,238,24.99,2018
Pouilly-Fuissé 2017,France,Pouilly-Fuissé,J.A. Ferret,4.1,239,36.52,2017
Cellar Selection Chardonnay 2016,New Zealand,Hawke's Bay,Sileni Estates,3.4,239,11.02,2016
Côte des Roses Chardonnay 2018,France,Pays d'Oc,Gérard Bertrand,3.6,239,10.4,2018
Pouilly-Vinzelles 2016,France,Pouilly-Vinzelles,Joseph Drouhin,3.9,239,24.01,2016
Kaitui Sauvignon Blanc 2019,Germany,Pfalz,Schneider,4.1,239,12.9,2019
Condrieu 2017,France,Condrieu,E. Guigal,4.0,240,37.97,2017
Max Reserva Chardonnay 2018,Chile,Aconcagua Valley,Errazuriz,3.9,240,13.16,2018
Gran Maestro Appassimento Bianco 2018,Italy,Puglia,Maestro Italiano,3.7,241,6.9,2018
Chenin Blanc 2019,South Africa,Paarl,Backsberg,3.7,241,6.5,2019
Chablis Premier Cru 'Montée de Tonnerre' 2016,France,Chablis Premier Cru,Louis Michel & Fils,4.2,241,36.99,2016
Creative Block 2 2018,South Africa,Stellenbosch,Spier,3.7,241,14.25,2018
Suadens Campania Bianco 2018,Italy,Campania,Nativ,4.1,241,13.55,2018
Riesling Scharzhof 2018,Germany,Wiltingen,Egon Müller - Scharzhof,4.1,242,32.9,2018
Verdejo 2019,Spain,Rueda,Cune (CVNE),3.5,242,5.61,2019
Riesling Vom Kalkstein Trocken 2018,Germany,Rheinhessen,Wittmann,3.9,242,17.7,2018
Basa Blanco 2019,Spain,Rueda,Telmo Rodriguez,3.9,242,7.2,2019
Seleção do Ano Branco 2018,Portugal,Alentejo,Monte da Ravasqueira,3.8,243,8.4,2018
Fiano Di Avellino Radici 2018,Italy,Fiano de Avellino,Mastroberardino,3.9,243,10.91,2018
Frascati Secco 2018,Italy,Frascati,Fontana Candida,3.4,243,6.19,2018
Le Sabbie dell’Etna Bianco 2018,Italy,Etna,Firriato,3.6,243,13.58,2018
Cirò Bianco 2018,Italy,Cirò,Librandi,3.7,243,7.69,2018
Terra Montosa Riesling 2017,Germany,Rheingau,Georg Breuer,3.9,244,19.5,2017
Pinot Bianco Riserva Vorberg 2017,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.1,244,24.75,2017
Oberhäuser Leistenberg Riesling Kabinett 2018,Germany,Nahe,Dönnhoff,3.9,244,14.13,2018
Sancerre Blanc 2018,France,Sancerre,Domaine du Nozay,3.8,244,17.84,2018
Sancerre Blanc 2018,France,Sancerre,Comte Lafond,4.0,244,28.9,2018
Don Miguel Vineyard La Masía Chardonnay 2017,United States,Russian River Valley,Marimar Estate,4.2,245,42.99,2017
Mineralschiefer Riesling - Trocken 2018,Germany,Mosel,Grans-Fassian,3.8,245,12.49,2018
The Straits Sauvignon Blanc 2017,New Zealand,Marlborough,Sileni Estates,3.7,245,15.39,2017
SL Riesling Trocken 2016,Germany,Mosel,Schloss Lieser,3.7,245,11.47,2016
Valdelagunde Verdejo 2019,Spain,Rueda,Bodegas Pedro Escudero,4.0,246,5.75,2019
Classic Series Sauvignon Blanc - Chardonnay 2017,Chile,Central Valley,Viña Maipo,3.3,246,6.2,2017
Corton-Charlemagne Grand Cru 1999,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.2,246,217.95,1999
Blanc 2019,France,Vin de France,La Vieille Ferme,3.6,246,6.4,2019
Litorale Vermentino 2018,Italy,Maremma Toscana,Val delle Rose,3.6,247,11.05,2018
Albente 2018,Italy,Campania,Feudi di San Gregorio,3.6,248,5.29,2018
Estate Selection Furmint - Pinot Blanc 2017,Slovenia,Podravje,Puklavec Family Wines,3.7,248,6.95,2017
Saar Riesling 2018,Germany,Mosel,Van Volxem,3.8,248,12.5,2018
Spèra 2018,Italy,Vermentino di Gallura,Siddura,3.8,248,14.13,2018
Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,248,11.6,2018
Finca Montico 2017,Spain,Rueda,Marqués de Riscal,3.9,249,15.26,2017
Sauvignon Blanc 2018,Israel,Galilee,Yarden,3.8,249,11.9,2018
L'Uetta Fiano Puglia 2018,Italy,Puglia,Masca del Tacco,4.1,249,10.49,2018
Grüner Veltliner Federspiel Terrassen 2019,Austria,Wachau,Domäne Wachau,3.8,249,9.4,2019
Saluez Le Saboteur 2018,South Africa,Cape South Coast,Luddite,3.9,250,18.9,2018
Monteoro Vermentino di Gallura Superiore 2018,Italy,Vermentino di Gallura,Sella & Mosca,3.6,250,12.53,2018
Sauvignon Blanc 2018,Chile,Leyda Valley,Amaral,3.7,251,8.75,2018
Viura - Tempranillo Blanco 2018,Spain,Rioja,Campo Viejo,3.6,251,4.6,2018
Zeltinger Sonnenuhr Riesling Kabinett 2016,Germany,Mosel,Markus Molitor,3.7,252,19.9,2016
Giunco 2018,Italy,Vermentino di Sardegna,Mesa,3.8,252,13.89,2018
Torrontes 2018,Argentina,Salta,Alamos,3.5,252,7.31,2018
Douro Reserva Redoma Branco 2018,Portugal,Douro,Niepoort,4.3,252,33.14,2018
Red Shoulder Ranch Chardonnay 2017,United States,Los Carneros,Shafer,4.2,253,65.0,2017
Director's Cut Chardonnay 2017,United States,Russian River Valley,Francis Ford Coppola,4.1,253,32.5,2017
Verdejo Rueda 2019,Spain,Rueda,Ramón Bilbao,3.8,253,8.21,2019
Chardonnay 2017,United States,Napa Valley,Robert Mondavi,3.7,253,26.81,2017
Riesling Monopol 2018,Germany,Mosel,Maximin Grünhaus,3.9,253,10.63,2018
Graves Blanc 2012,France,Graves,Clos Floridène,3.8,253,22.32,2012
Chardonnay 2019,Chile,Colchagua Valley,Los Vascos,3.5,254,8.2,2019
Réserve della Contessa 2018,Italy,Südtirol - Alto Adige,Manincor,3.8,254,15.98,2018
Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Alois Lageder,3.8,254,11.5,2018
Riesling Kabinett 2018,Germany,Rheingau,Kloster Eberbach,3.6,254,11.56,2018
Viognier 2018,France,Rhone Valley,Paul Jaboulet Aîné,3.6,254,7.7,2018
Crozes Hermitage Domaine Mule Blanche 2017,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,254,37.79,2017
Pinot Gris Alsace Réserve Personnelle 2013,France,Alsace,Trimbach,4.1,255,31.03,2013
Signature Branco 2017,Portugal,Alentejano,Mocho Galego,3.7,256,8.0,2017
Chardonnay 2016,Australia,Margaret River,Vasse Felix,3.9,256,34.54,2016
Veneto Custoza 2019,Italy,Veneto,Monte del Frá,4.0,256,6.6,2019
Zeltinger Sonnenuhr Riesling Spätlese 2014,Germany,Mosel,Markus Molitor,4.0,257,23.9,2014
Boschen Blanc 2018,South Africa,Western Cape,Boschendal,3.7,257,7.99,2018
Rioja Blanco 2019,Spain,Rioja,Marqués de Cáceres,3.8,258,5.25,2019
Albizzia Chardonnay 2018,Italy,Toscana,Frescobaldi,3.7,258,7.47,2018
Rioja Blanco Barrica 2018,Spain,Rioja,Luis Cañas,3.8,258,8.5,2018
Deidesheimer Herrgottsacker 2015,Germany,Pfalz,Von Winning,3.9,258,20.95,2015
Chaminé Branco 2015,Portugal,Alentejano,Cortes de Cima,3.5,259,13.95,2015
Mâcon-Milly-Lamartine 2015,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,3.9,260,25.92,2015
Finca Valdelagunde Cuveé Especial 2019,Spain,Castilla y León,Bodegas Pedro Escudero,4.0,260,7.4,2019
Loureiro Dócil 2018,Portugal,Vinho Verde,Niepoort,3.9,260,8.92,2018
Wien.1 Vienna White Blend 2018,Austria,Niederösterreich,Weingut R&A Pfaffl,3.9,262,9.99,2018
Sémillon - Chardonnay 2016,Australia,South Australia,Rawson's Retreat,3.4,262,8.72,2016
Vouvray Classic 2018,France,Vouvray,Marc Brédif,4.0,262,14.9,2018
Chablis 2017,France,Chablis,Domaine Jean Collet,4.0,262,15.5,2017
Spitfire Sauvignon Blanc (Small Parcels) 2017,New Zealand,Marlborough,Kim Crawford,4.0,263,27.04,2017
Rossj-Bass Langhe 2018,Italy,Langhe,Gaja,4.4,263,62.95,2018
Cuvée Silex Vouvray 2018,France,Vouvray,Vigneau-Chevreau,3.9,263,13.5,2018
Masseria dei Carmelitani Gavi 2018,Italy,Gavi,Vite Colte,4.0,264,9.66,2018
Riesling Porphyr 2017,Germany,Nahe,Hexamer,3.9,265,12.2,2017
Mâcon-Villages 2018,France,Mâcon-Villages,Les Héritiers du Comte Lafon,3.8,265,18.9,2018
Réserve Spéciale Viognier 2017,France,Pays d'Oc,Gérard Bertrand,3.6,266,9.56,2017
Montagny 1er Cru La Grande Roche 2018,France,Montagny Premier Cru,Louis Latour,3.9,266,17.45,2018
Légende (R) Bordeaux Blanc 2017,France,Bordeaux,Barons de Rothschild (Lafite),3.8,266,12.14,2017
Gewürztraminer Réserve 2018,France,Alsace,Lucien Albrecht,4.0,267,11.36,2018
Riesling Trocken Blauschiefer 2018,Germany,Mosel,Dr. Loosen,3.8,267,10.4,2018
Chardonnay Banghoek Reserve 2018,South Africa,Stellenbosch,Delaire Graff,4.0,267,17.95,2018
Blanc 2017,Spain,Bizkaiko Txakolina,Gorka Izagirre,3.6,267,10.99,2017
Sauvignon Blanc de Purcari 2018,Moldova,South Eastern,Château Purcari,4.0,267,10.98,2018
Waltraud Riesling 2018,Spain,Penedès,Torres,3.9,268,11.9,2018
Blanc de Pinot Noir 2018,Germany,Pfalz,Fußer,3.9,268,7.94,2018
Kiedrich Gräfenberg Riesling Trocken GG 2015,Germany,Rheingau,Robert Weil,4.0,268,41.87,2015
Douro Guru Branco 2017,Portugal,Douro,Wine & Soul,4.2,269,25.34,2017
Sauvignon Blanc 2018,South Africa,Stellenbosch,Zonnebloem,3.5,269,6.9,2018
Riesling Tradition 2018,Germany,Pfalz,Philipp Kuhn,3.8,271,9.76,2018
Cuvée Terlaner 2018,Italy,Südtirol - Alto Adige,Terlan (Terlano),3.9,271,16.47,2018
Hermitage Le Chevalier de Sterimberg 2015,France,Hermitage,Paul Jaboulet Aîné,4.2,272,82.48,2015
Graupert Grauburgunder 2017,Austria,Burgenland,Meinklang,3.8,273,17.5,2017
Petit Chablis 2018,France,Petit Chablis,Domaine Hamelin,3.9,273,12.9,2018
Fransola 2012,Spain,Penedès,Torres,4.0,273,23.79,2012
Schlossberg 2015,Germany,Rheingau,Schloss Vollrads,3.9,274,33.9,2015
By the Glass Riesling 2018,Germany,Mosel,Villa Huesgen,3.6,274,8.16,2018
Vigna Kastelaz Gewürztraminer 2016,Italy,Südtirol - Alto Adige,Elena Walch,4.2,274,31.53,2016
Sauvignon Blanc 2018,France,Pays d'Oc,Paul Mas,3.7,274,5.64,2018
Vom Lehm Gewürztraminer 2015,Italy,Südtirol - Alto Adige,Castelfeder,3.8,274,12.48,2015
Zeltinger Sonnenuhr Riesling Spätlese 2015,Germany,Mosel,Markus Molitor,4.0,275,22.95,2015
Clos de la Coulée de Serrant 2015,France,Savennières-Coulée-de-Serrant,Nicolas Joly,4.2,275,72.5,2015
Alte Reben Riesling 2015,Germany,Mosel,Van Volxem,4.0,275,20.95,2015
Schieferterrassen 2017,Germany,Mosel,Heymann-Löwenstein,4.0,275,18.5,2017
Grüner Veltliner 2018,Austria,Niederösterreich,Weingut Bründlmayer,3.7,276,10.99,2018
Riesling Kabinett Trocken 2017,Germany,Rheingau,Schloss Vollrads,3.9,276,13.9,2017
Blanc de Noir Cabernet Sauvignon 2018,China,Ningxia,Château Changyu Moser XV 张裕摩塞尔十五世酒庄,3.5,276,12.03,2018
Venezia Giulia Pinot Grigio 2017,Italy,Venezia Giulia,Lis Neris,3.8,277,20.5,2017
Planalto Reserva Douro Branco 2019,Portugal,Douro,Casa Ferreirinha,3.9,277,8.72,2019
Saint-Véran 2018,France,Saint-Véran,Joseph Drouhin,3.8,277,16.6,2018
Re Manfredi Basilicata Bianco 2018,Italy,Basilicata,Terre degli Svevi,3.8,279,8.4,2018
Mâcon-Milly-Lamartine 2016,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,3.8,279,22.5,2016
Parcela 52 Verdejo 2017,Spain,Castilla,Finca Constancia,3.6,279,8.99,2017
Chablis 2018,France,Chablis,Domaine des Malandes,3.8,280,16.09,2018
Chardonnay 2017,United States,Napa Valley,Napa Cellars,3.9,281,22.75,2017
Chardonnay 2019,South Africa,Stellenbosch,Lanzerac,3.9,281,10.9,2019
Chardonnay Reserve Collection 2018,South Africa,Stellenbosch,Tokara,4.1,282,25.26,2018
Sauvignon Blanc Organic 2016,Chile,Casablanca Valley,Veramonte,3.5,282,8.41,2016
Lusco Albariño 2018,Spain,Rías Baixas,Pazos de Lusco,4.0,282,19.53,2018
Le G de Guiraud Bordeaux Blanc Sec 2018,France,Bordeaux,Château Guiraud,3.9,282,19.45,2018
Zeltinger Sonnenuhr Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,282,16.95,2015
Priara Pinot Grigio 2016,Italy,Friuli-Venezia Giulia,Pradio,3.9,282,9.7,2016
Sauvignon Blanc 2016,United States,California,Geyser Peak,3.3,282,10.51,2016
Monte Velho Branco 2019,Portugal,Alentejano,Esporão,3.8,282,5.8,2019
Sauvignon Touraine 2018,France,Touraine,Domaine de la Chaise,4.0,282,7.4,2018
Torricella 2016,Italy,Toscana,Ricasoli,3.9,283,11.9,2016
Zeltinger Sonnenuhr Riesling Spätlese 2016,Germany,Mosel,Markus Molitor,3.9,284,19.99,2016
Blas Muñoz Chardonnay 2018,Spain,La Mancha,Munoz,4.2,284,19.01,2018
The Y Series Viognier 2017,Australia,South Australia,Yalumba,3.4,285,13.82,2017
Sauvignon Blanc Bordeaux 2018,France,Bordeaux,Dourthe N°1,3.6,285,7.7,2018
Haus Klosterberg Pinot Blanc 2018,Germany,Mosel,Markus Molitor,4.0,285,9.65,2018
Vinho Verde Loureiro - Alvarinho 2019,Portugal,Minho,Aveleda,3.8,286,6.99,2019
Chenin Blanc 2018,South Africa,Stellenbosch,Stellenrust,3.7,286,14.57,2018
Hinter der Burg Grüner Veltliner 2017,Austria,Wachau,Prager,3.9,286,18.42,2017
